"Division","Sch.Name","English: Reading_All Students","History and Social Sciences_All Students","Mathematics_All Students","Science_All Students","English: Reading_Asian","History and Social Sciences_Asian","Mathematics_Asian","Science_Asian","English: Reading_Black","History and Social Sciences_Black","Mathematics_Black","Science_Black","English: Reading_Economically Disadvantaged","History and Social Sciences_Economically Disadvantaged","Mathematics_Economically Disadvantaged","Science_Economically Disadvantaged","English: Reading_English Learners","History and Social Sciences_English Learners","Mathematics_English Learners","Science_English Learners","English: Reading_Female","History and Social Sciences_Female","Mathematics_Female","Science_Female","English: Reading_Hispanic","History and Social Sciences_Hispanic","Mathematics_Hispanic","Science_Hispanic","English: Reading_Male","History and Social Sciences_Male","Mathematics_Male","Science_Male","English: Reading_Students with Disabilities","History and Social Sciences_Students with Disabilities","Mathematics_Students with Disabilities","Science_Students with Disabilities","English: Reading_White","History and Social Sciences_White","Mathematics_White","Science_White","English: Writing_All Students","English: Writing_Asian","English: Writing_Black","English: Writing_Economically Disadvantaged","English: Writing_English Learners","English: Writing_Female","English: Writing_Hispanic","English: Writing_Male","English: Writing_Students with Disabilities","English: Writing_White"
"Virginia Beach City Public Schools","Alanton Elementary",89,87,91,78,100,NA,100,NA,74,67,76,58,82,82,86,69,60,NA,75,NA,92,84,92,73,81,93,87,64,87,90,90,82,80,62,76,57,97,94,97,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Kingston Elementary",95,95,98,96,86,100,95,100,83,NA,100,NA,94,83,100,83,67,NA,83,NA,97,96,97,96,100,100,100,100,94,93,99,95,73,63,82,63,96,94,97,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Windsor Woods Elementary",82,86,85,81,NA,NA,NA,NA,56,82,75,82,74,76,83,73,43,NA,57,NA,80,91,84,87,86,100,82,83,84,82,86,77,76,69,62,43,89,80,89,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Arrowhead Elementary",84,92,89,87,86,NA,100,NA,76,83,81,72,77,85,83,80,NA,NA,NA,NA,87,93,89,86,77,93,87,79,82,91,88,87,50,83,58,67,92,100,96,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Hermitage Elementary",85,82,89,80,90,NA,100,NA,68,57,68,48,81,77,83,70,NA,NA,83,NA,91,88,90,83,83,70,93,82,81,79,89,77,55,50,57,50,90,91,93,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Bayside High",80,68,80,73,89,90,98,95,72,52,75,63,75,57,76,66,17,16,56,29,84,67,81,72,83,73,83,71,76,68,80,74,49,24,58,48,88,82,85,88,77,88,67,70,0,81,79,71,41,86
"Virginia Beach City Public Schools","Lynnhaven Elementary",73,65,71,62,NA,NA,NA,NA,67,55,61,45,70,63,66,54,NA,NA,NA,NA,74,67,72,64,88,90,73,73,71,64,70,59,24,38,33,38,69,64,84,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Trantwood Elementary",89,96,91,86,91,NA,100,NA,78,NA,78,NA,77,87,78,80,83,NA,71,NA,94,95,90,83,71,NA,71,NA,85,97,91,90,61,NA,65,NA,90,95,92,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Malibu Elementary",86,80,92,83,100,NA,100,NA,83,80,79,60,81,69,87,72,NA,NA,NA,NA,89,84,96,88,90,88,100,88,84,76,89,79,44,43,50,43,85,77,94,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Salem Middle",86,89,91,89,91,93,96,96,75,79,83,81,77,83,85,84,30,NA,90,NA,88,88,91,89,87,92,93,94,84,89,90,90,47,51,54,48,90,92,92,91,74,97,54,62,NA,79,75,69,32,77
"Virginia Beach City Public Schools","Pembroke Elementary",84,92,95,89,90,100,100,100,84,95,90,90,81,91,94,88,58,NA,92,NA,82,95,92,90,76,92,95,79,85,90,98,88,72,86,86,80,85,94,95,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Williams Elementary",70,54,73,66,83,75,96,85,66,50,69,62,67,49,71,62,20,NA,67,40,75,51,76,64,79,75,84,73,65,57,70,69,34,22,32,13,91,46,78,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Luxford Elementary",77,81,85,77,82,NA,100,NA,66,78,76,70,73,71,81,66,50,NA,83,NA,81,71,87,69,79,67,88,75,74,90,83,86,32,NA,41,NA,85,88,88,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Kempsville Elementary",89,92,92,90,88,100,94,100,76,85,82,85,82,91,88,86,83,NA,92,NA,93,89,91,85,88,77,90,77,86,95,94,95,61,62,64,62,91,96,94,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Floyd Kellam High",95,83,87,89,100,89,96,100,83,64,67,77,96,77,73,81,NA,NA,NA,NA,96,80,88,87,92,77,85,80,95,86,85,91,76,62,63,68,96,84,88,90,92,100,88,90,NA,95,95,90,62,92
"Virginia Beach City Public Schools","Great Neck Middle",92,97,94,97,98,100,100,96,76,90,82,90,85,95,88,95,81,NA,92,78,94,96,94,96,90,97,92,100,91,98,94,98,65,88,77,78,95,98,95,97,89,93,70,76,NA,93,86,85,48,92
"Virginia Beach City Public Schools","King's Grant Elementary",77,68,83,72,91,NA,82,NA,59,37,69,37,66,52,73,59,NA,NA,NA,NA,83,66,86,76,58,67,75,70,73,69,80,70,41,30,46,40,84,73,87,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Kempsville Meadows Elementary",83,87,90,81,91,NA,91,NA,72,81,89,69,76,80,84,67,NA,NA,100,NA,86,85,87,76,96,100,96,100,81,89,92,86,53,44,66,56,89,91,92,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Thoroughgood Elementary",90,95,91,91,100,NA,100,NA,86,90,86,90,77,86,79,77,82,NA,88,80,93,96,91,93,85,100,86,100,87,93,91,90,54,69,54,69,89,94,92,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Centerville Elementary",84,97,92,89,88,100,96,94,82,90,83,76,76,90,84,75,40,NA,80,NA,84,96,93,89,80,100,95,64,84,98,92,88,51,100,74,75,85,98,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Woodstock Elementary",77,81,87,76,81,86,95,86,63,79,72,68,72,78,85,67,45,NA,100,NA,84,78,87,79,76,57,86,57,72,84,87,74,48,56,66,22,86,85,94,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","John B. Dey Elementary",93,90,94,92,100,NA,100,NA,93,83,93,67,81,70,85,80,70,NA,80,NA,92,90,94,94,82,75,77,83,94,89,95,89,68,67,73,72,93,91,96,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Thalia Elementary",81,82,87,82,86,NA,100,NA,76,75,81,75,74,75,80,71,83,NA,100,NA,83,87,86,81,79,69,85,69,78,77,87,84,45,43,64,36,86,94,93,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Princess Anne Elementary",89,92,94,88,100,100,100,100,63,71,79,57,76,88,89,81,NA,NA,NA,NA,92,93,95,91,84,NA,89,NA,86,91,93,86,56,71,72,57,91,93,95,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Linkhorn Park Elementary",87,85,91,83,57,NA,86,NA,73,72,88,61,78,79,86,77,25,NA,78,NA,89,85,92,87,80,80,85,77,86,85,90,79,52,62,62,46,95,91,95,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Princess Anne High",93,80,89,88,100,91,94,96,87,61,75,68,90,69,81,81,NA,63,86,94,96,80,90,89,91,75,92,88,89,79,86,88,44,49,63,68,94,85,91,94,91,96,88,86,NA,94,86,88,53,92
"Virginia Beach City Public Schools","Shelton Park Elementary",91,86,94,84,100,NA,100,NA,89,100,89,78,95,91,95,83,NA,NA,NA,NA,91,73,91,74,96,100,96,75,90,100,97,95,44,NA,44,NA,91,80,93,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Frank W. Cox High",94,86,94,90,93,93,95,95,81,70,79,66,88,72,85,77,100,89,100,82,94,84,95,88,91,85,89,86,95,88,93,91,73,49,86,62,98,89,97,95,90,93,68,79,60,91,89,89,47,95
"Virginia Beach City Public Schools","Seatack Elementary an Achievable Dream Academy",68,65,71,65,NA,NA,NA,NA,59,46,59,46,65,64,69,67,67,NA,64,NA,69,45,73,39,66,78,80,73,67,81,69,86,29,13,14,11,94,100,94,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Bayside Elementary",72,77,81,67,100,NA,100,NA,68,67,70,63,69,73,79,62,38,NA,77,NA,75,76,82,66,68,76,86,67,69,78,80,69,44,67,56,38,79,91,85,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Creeds Elementary",90,96,91,92,NA,NA,NA,NA,67,NA,56,NA,79,89,77,78,NA,NA,NA,NA,90,96,90,88,83,NA,100,NA,90,96,91,96,43,NA,64,NA,91,96,92,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","White Oaks Elementary",80,76,85,72,89,NA,89,NA,75,75,83,69,80,74,84,72,75,NA,63,NA,82,78,87,75,80,86,84,75,78,75,83,70,39,27,30,31,80,67,82,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Virginia Beach Middle",84,83,81,86,95,83,95,83,66,61,61,65,71,70,68,74,29,NA,12,NA,87,85,85,87,79,82,72,78,80,80,75,85,44,44,42,35,91,88,89,92,80,83,64,63,NA,85,66,73,40,86
"Virginia Beach City Public Schools","W.T. Cooke Elementary",83,80,84,69,NA,NA,NA,NA,65,75,71,38,68,69,69,52,21,NA,29,0,84,83,86,68,55,56,58,43,82,78,82,69,72,42,60,33,95,88,96,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Bayside 6th Grade Campus",75,NA,84,NA,78,NA,100,NA,68,NA,81,NA,72,NA,83,NA,33,NA,50,NA,76,NA,82,NA,87,NA,89,NA,73,NA,86,NA,33,NA,58,NA,90,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Green Run Collegiate",99,94,93,91,100,100,100,90,100,91,90,88,100,94,92,86,NA,NA,NA,NA,98,93,93,91,100,94,97,89,100,95,92,90,NA,50,100,67,100,96,93,94,99,100,100,97,NA,100,100,97,NA,94
"Virginia Beach City Public Schools","Corporate Landing Elementary",81,88,88,78,63,NA,88,NA,67,85,72,77,78,84,83,73,40,NA,60,NA,83,82,87,71,86,100,93,77,80,94,89,86,61,64,68,36,89,89,94,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Landstown High",89,77,87,86,90,87,90,95,83,65,80,76,83,66,80,78,14,58,86,56,91,73,85,84,89,73,86,81,88,81,88,88,57,46,67,51,94,86,91,91,84,93,75,74,14,85,87,82,50,86
"Virginia Beach City Public Schools","New Castle Elementary",88,89,93,92,94,94,98,100,78,68,85,68,80,82,89,89,40,NA,100,NA,89,85,91,92,91,82,87,94,87,92,94,92,50,50,73,67,90,94,96,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Three Oaks Elementary",90,90,94,89,88,NA,100,NA,69,NA,85,NA,78,95,85,86,NA,NA,NA,NA,88,86,89,85,89,100,97,100,91,93,98,93,55,69,64,56,91,89,93,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach City Public Schools","Green Run High",83,66,91,69,94,86,88,83,74,55,88,60,79,60,89,66,NA,33,79,33,88,64,91,69,88,67,91,64,80,68,90,70,50,36,76,42,91,76,95,82,75,91,62,71,NA,79,90,71,42,83
"Suffolk City Public Schools","Florence Bowser Elementary",83,89,88,85,83,NA,92,NA,72,91,77,70,67,79,76,67,NA,NA,NA,NA,87,91,88,82,80,91,89,82,79,87,87,89,39,63,43,60,92,85,96,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suffolk City Public Schools","Oakland Elementary",77,72,89,93,NA,NA,NA,NA,72,67,86,92,68,59,86,90,NA,NA,NA,NA,75,64,87,93,67,NA,83,NA,78,79,92,93,24,22,52,78,87,94,98,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suffolk City Public Schools","Booker T. Washington Elementary",60,58,66,68,NA,NA,NA,NA,57,58,66,64,53,55,62,55,NA,NA,NA,NA,67,55,69,75,67,NA,67,NA,52,61,64,60,32,33,29,25,100,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suffolk City Public Schools","Pioneer Elementary",73,90,87,83,NA,NA,NA,NA,63,83,77,71,65,83,83,79,NA,NA,NA,NA,77,90,87,82,83,NA,83,NA,69,89,87,84,24,58,52,56,78,90,92,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suffolk City Public Schools","Hillpoint Elementary",72,76,77,82,100,NA,100,100,64,69,71,78,62,68,68,70,NA,NA,NA,NA,74,75,79,84,80,NA,80,78,70,77,74,81,45,38,50,46,87,95,88,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suffolk City Public Schools","Creekside Elementary",75,73,85,88,86,NA,100,NA,70,66,83,86,59,58,79,81,NA,NA,NA,NA,75,71,81,88,79,67,79,100,75,74,89,89,33,40,64,60,87,88,90,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suffolk City Public Schools","Colonel Fred Cherry Middle School",83,84,87,87,100,NA,92,100,79,81,84,82,73,77,79,75,50,NA,67,NA,88,84,89,84,89,91,90,88,79,85,85,90,41,41,54,60,89,90,92,94,71,NA,66,60,NA,76,71,66,30,82
"Suffolk City Public Schools","King's Fork High",86,73,88,85,100,93,93,100,81,64,85,80,77,63,85,79,NA,78,88,71,84,72,88,88,100,89,94,93,87,75,87,83,47,41,67,54,94,89,90,94,79,86,73,71,NA,79,92,78,39,90
"Suffolk City Public Schools","King's Fork Middle",73,66,79,76,100,NA,100,100,66,59,75,68,64,57,73,65,NA,NA,NA,NA,78,66,84,75,79,63,84,79,69,67,75,78,38,37,41,40,88,82,89,93,63,NA,58,51,NA,72,80,53,21,66
"Suffolk City Public Schools","Northern Shores Elementary",85,92,90,90,92,NA,92,NA,79,84,83,84,77,89,81,85,NA,NA,NA,NA,88,91,92,84,80,100,93,100,82,93,88,96,45,88,70,75,92,97,96,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suffolk City Public Schools","Forest Glen Middle",81,86,83,82,NA,NA,NA,NA,72,76,75,68,71,75,74,70,NA,NA,NA,NA,85,86,88,82,95,100,90,100,77,86,78,82,42,58,53,39,87,94,89,90,72,NA,54,66,NA,79,78,67,33,84
"Suffolk City Public Schools","John Yeates Middle",83,91,92,89,78,NA,100,NA,80,88,90,82,72,84,84,60,NA,NA,NA,NA,84,89,93,88,88,100,91,88,83,92,91,89,34,56,62,50,87,93,94,93,72,NA,58,52,NA,78,79,65,26,78
"Suffolk City Public Schools","John F. Kennedy Middle",70,62,73,65,NA,NA,NA,NA,66,55,70,61,63,56,69,50,33,NA,50,NA,76,57,79,65,75,63,71,71,65,67,66,64,27,30,33,13,87,96,91,87,54,NA,53,47,NA,68,57,36,8,68
"Suffolk City Public Schools","Mack Benn Jr. Elementary",59,50,71,67,NA,NA,NA,NA,50,36,63,59,51,43,61,59,NA,NA,NA,NA,61,52,70,66,94,100,100,NA,58,48,71,68,27,29,29,35,87,89,91,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suffolk City Public Schools","Lakeland High",81,64,80,80,NA,100,NA,NA,80,56,79,75,74,54,78,74,NA,NA,NA,NA,83,63,82,81,56,67,73,93,79,66,77,80,50,34,71,42,86,78,81,90,71,NA,67,61,NA,79,60,62,31,82
"Suffolk City Public Schools","Nansemond River High",88,85,88,89,100,92,96,95,85,78,85,85,84,74,81,82,NA,60,100,83,93,84,89,90,89,86,88,88,84,85,87,89,59,53,71,56,91,92,90,94,85,100,79,79,NA,88,83,82,49,91
"Suffolk City Public Schools","Kilby Shores Elementary",76,89,88,80,NA,NA,NA,NA,69,91,84,71,69,87,83,70,NA,NA,NA,NA,86,95,91,85,85,100,92,NA,69,84,85,76,41,67,56,27,84,84,91,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suffolk City Public Schools","Nansemond Parkway Elementary",77,79,82,81,86,NA,100,NA,71,69,78,68,69,68,74,57,NA,NA,NA,NA,78,73,77,76,92,NA,92,NA,76,83,87,84,18,50,41,38,83,91,85,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suffolk City Public Schools","Elephant's Fork Elementary",66,73,80,73,NA,NA,100,NA,58,62,74,66,59,58,75,67,NA,NA,NA,NA,71,81,88,78,83,100,89,80,61,63,73,68,53,38,63,56,78,95,91,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Staunton City Public Schools","Thomas C. McSwain Elementary",82,85,90,89,NA,NA,NA,NA,63,63,63,67,64,70,80,76,NA,NA,NA,NA,80,81,88,88,78,NA,89,NA,83,88,91,89,62,50,88,75,84,88,94,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Staunton City Public Schools","Bessie Weller Elementary",69,79,80,73,NA,NA,NA,NA,55,73,69,67,65,80,74,68,43,NA,50,NA,72,75,79,76,69,NA,75,83,66,83,82,70,29,80,57,25,82,88,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Staunton City Public Schools","Arthur R. Ware Elementary",74,72,87,69,NA,NA,NA,NA,46,33,79,64,69,58,85,67,NA,NA,NA,NA,82,73,88,71,90,NA,90,80,68,72,86,68,75,60,83,64,76,75,87,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Staunton City Public Schools","Staunton High",82,59,79,79,NA,100,83,88,69,34,71,67,76,45,74,68,NA,NA,86,57,86,57,83,82,80,60,91,70,78,62,76,77,33,36,57,44,87,64,82,83,85,NA,73,79,NA,94,100,76,36,89
"Staunton City Public Schools","Shelburne Middle",69,61,77,60,71,NA,89,NA,56,33,66,37,60,50,70,48,10,NA,58,NA,73,59,81,67,62,62,74,54,64,63,74,53,34,37,52,17,72,65,81,69,50,NA,23,33,NA,61,56,39,11,57
"Roanoke City Public Schools","Wasena Elementary",73,83,87,92,NA,NA,NA,NA,44,64,68,80,71,76,84,91,60,NA,60,NA,78,91,94,93,86,NA,86,NA,70,77,81,91,44,50,67,100,89,100,97,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Virginia Heights Elementary",78,84,89,67,75,NA,88,NA,67,67,84,60,75,82,88,66,46,NA,79,NA,80,81,90,66,63,NA,88,60,75,88,87,70,33,67,59,11,86,96,91,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Morningside Elementary",71,69,78,74,NA,NA,NA,NA,37,18,44,33,68,63,74,70,NA,NA,NA,NA,71,71,78,72,100,100,100,NA,71,67,78,78,32,14,58,33,79,82,87,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botetourt County Public Schools","Greenfield Elementary",82,90,91,75,NA,NA,NA,NA,80,NA,60,NA,70,79,80,55,62,NA,77,NA,85,93,89,75,70,NA,85,71,79,88,92,76,65,58,82,50,84,91,93,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Fallon Park Elementary",64,71,79,70,100,NA,60,NA,69,59,81,65,60,72,77,63,35,67,73,40,66,74,79,66,61,81,90,72,62,68,80,73,31,50,45,33,65,71,73,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botetourt County Public Schools","Read Mountain Middle",85,89,87,83,100,NA,100,NA,77,71,77,71,74,83,76,76,25,NA,33,NA,84,89,87,81,67,42,73,50,87,88,87,84,45,42,40,36,87,92,89,85,76,NA,33,63,NA,80,50,72,16,77
"Roanoke City Public Schools","James Madison Middle",77,76,78,77,78,NA,89,NA,65,58,65,51,65,58,65,51,13,NA,47,NA,81,76,78,77,54,44,79,54,73,77,78,77,55,43,53,36,89,90,90,91,63,NA,39,42,20,73,30,53,32,81
"Roanoke City Public Schools","Hurt Park Elementary",50,60,76,71,NA,NA,NA,NA,47,59,73,68,47,59,77,73,23,57,65,57,62,64,82,71,50,NA,60,60,39,54,69,71,46,71,62,50,85,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Fairview Elementary",64,61,76,66,30,NA,85,40,67,53,72,65,58,56,72,60,32,NA,91,45,65,60,73,56,54,NA,92,71,63,61,78,72,35,27,39,60,70,93,85,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","William Fleming High",71,67,89,81,58,71,89,88,69,62,85,77,71,63,88,80,19,48,91,72,74,64,88,82,71,64,93,84,68,71,90,81,34,39,70,67,79,80,95,89,58,63,55,54,9,63,54,52,29,62
"Botetourt County Public Schools","Lord Botetourt High",87,84,91,85,NA,100,100,89,100,67,100,88,71,64,80,66,NA,NA,NA,NA,89,83,94,89,75,83,94,74,85,86,87,83,24,33,64,46,87,85,90,86,87,NA,100,73,NA,89,88,83,25,86
"Roanoke City Public Schools","Patrick Henry High",74,71,82,80,50,65,81,84,62,56,75,68,65,61,76,72,21,38,63,31,79,67,83,80,73,63,85,79,70,74,81,81,48,47,70,63,87,83,88,90,65,71,50,48,29,68,52,61,43,76
"Roanoke City Public Schools","Fishburn Park Elementary",75,63,77,73,NA,NA,NA,NA,71,53,71,64,72,58,71,74,NA,NA,NA,NA,78,71,80,67,57,NA,86,NA,73,58,75,78,44,38,44,NA,84,63,86,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Monterey Elementary",69,63,82,66,84,78,89,100,64,35,71,41,67,60,74,57,36,52,71,17,71,56,78,60,52,53,79,45,67,68,86,73,30,36,33,25,78,72,89,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Westside Elementary",57,51,65,65,NA,NA,NA,NA,57,48,66,66,53,45,63,64,38,58,57,21,53,53,63,58,54,67,70,59,60,49,67,72,47,46,52,38,57,54,50,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Lincoln Terrace Elementary",59,68,69,62,NA,NA,NA,NA,53,62,65,59,56,63,68,54,29,NA,71,NA,63,70,68,54,78,NA,78,NA,56,67,70,71,54,55,64,71,71,80,81,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Round Hill Elementary",66,77,82,69,43,NA,75,NA,64,72,79,70,65,75,80,66,47,78,81,60,73,79,86,72,71,86,94,78,58,76,79,66,41,50,52,26,69,75,78,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Grandin Court Elementary",90,89,97,98,NA,NA,NA,NA,70,100,95,86,80,77,93,94,NA,NA,NA,NA,91,87,96,100,100,NA,100,NA,90,91,98,95,44,80,78,NA,93,86,97,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Garden City Elementary",70,69,82,76,NA,NA,NA,NA,57,73,76,47,64,67,81,71,NA,NA,NA,NA,67,63,76,70,NA,NA,NA,NA,73,77,90,83,68,80,73,63,75,67,85,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botetourt County Public Schools","James River High",91,88,90,89,NA,NA,NA,NA,NA,NA,NA,NA,80,69,75,77,NA,NA,NA,NA,95,86,91,89,NA,NA,NA,NA,88,89,88,88,38,56,70,50,91,88,90,90,81,NA,NA,68,NA,92,NA,72,36,82
"Roanoke City Public Schools","Addison Aerospace Magnet Middle",64,59,63,62,83,NA,67,NA,62,55,60,57,63,55,59,57,30,50,60,33,66,52,66,59,69,64,74,67,63,65,61,64,36,41,41,39,70,68,69,68,51,NA,51,46,14,51,44,51,38,64
"Roanoke City Public Schools","Preston Park Elementary",62,60,80,68,75,83,94,83,62,44,80,80,59,64,79,64,40,NA,67,31,63,62,81,73,54,79,74,61,61,58,78,64,38,17,48,33,68,48,86,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","John P. Fishwick Middle",71,77,78,72,83,NA,83,NA,59,76,73,56,67,73,77,65,0,NA,38,0,74,78,82,71,69,83,71,74,68,75,74,73,39,50,62,55,77,75,81,79,66,NA,56,61,NA,72,78,58,40,66
"Roanoke City Public Schools","Roanoke Academy For Mathematics & Science Elementary",64,66,80,67,NA,NA,NA,NA,59,63,77,64,61,64,80,63,50,NA,100,NA,70,68,83,65,80,63,95,83,61,65,78,68,39,44,51,38,100,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roanoke City Public Schools","Breckinridge Middle",66,58,68,68,74,88,82,92,62,42,61,67,63,53,65,64,12,50,45,14,73,53,71,67,62,67,73,63,58,63,66,70,31,31,42,30,76,71,76,75,57,75,45,49,0,62,64,51,19,70
"Roanoke City Public Schools","Crystal Spring Elementary",96,92,98,96,NA,NA,NA,NA,91,100,91,NA,89,85,91,88,NA,NA,NA,NA,95,87,96,95,NA,NA,NA,NA,98,96,99,96,89,80,93,83,97,93,99,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botetourt County Public Schools","Central Academy Middle",81,89,92,80,NA,NA,NA,NA,NA,NA,NA,NA,66,84,87,67,NA,NA,NA,NA,86,87,94,82,67,NA,100,NA,77,91,91,79,45,80,70,38,83,89,92,82,67,NA,NA,58,NA,78,NA,60,35,69
"Roanoke City Public Schools","Woodrow Wilson Middle",75,74,83,76,47,67,73,40,67,67,76,66,67,63,77,66,14,38,54,9,78,68,84,75,66,50,84,64,72,81,82,78,45,32,48,30,88,88,91,90,64,67,57,52,44,70,20,58,21,79
"Roanoke City Public Schools","Highland Park Elementary",77,74,87,76,NA,NA,NA,NA,60,54,74,53,65,65,80,55,NA,NA,NA,NA,77,71,87,87,NA,NA,NA,NA,77,78,86,65,35,44,62,9,91,88,97,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botetourt County Public Schools","Colonial Elementary",82,87,91,81,NA,NA,NA,NA,75,NA,100,NA,67,63,81,68,NA,NA,NA,NA,86,90,93,84,75,NA,100,NA,79,85,89,78,52,50,67,44,85,90,91,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botetourt County Public Schools","Troutville Elementary",78,86,93,80,NA,NA,NA,NA,NA,NA,NA,NA,68,86,93,67,NA,NA,NA,NA,84,89,95,80,NA,NA,NA,NA,73,83,91,80,58,78,83,40,78,85,93,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richmond City Public Schools","Open High",100,95,96,100,NA,NA,NA,NA,100,89,96,100,100,94,96,100,NA,NA,NA,NA,100,94,96,100,NA,100,100,100,100,97,96,100,NA,NA,NA,NA,100,98,94,100,98,NA,92,NA,NA,100,NA,96,NA,100
